#校對至U+2E34B

2CEB0	𬺰	jn
2E03D	𮀽	mrmbl
2E03E	𮀾	mrkob
2E03F	𮀿	mrfog
2E040	𮁀	mryru
2E041	𮁁	mrvmc
2E042	𮁂	mrnlw
2E043	𮁃	mrvec
2E044	𮁄	mrmmd
2E045	𮁅	mrtco
2E046	𮁆	mrtmb
2E047	𮁇	mrhor
2E048	𮁈	mrorm
2E049	𮁉	mrnlp
2E04A	𮁊	mrmsd
2E04B	𮁋	mrmbu
2E04C	𮁌	mrtkt
2E04D	𮁍	mregj
2E04E	𮁎	mrjcg
2E04F	𮁏	mrvij
2E050	𮁐	mrmbd
2E051	𮁑	mkmr
2E052	𮁒	mrtag
2E053	𮁓	mrwcm
2E054	𮁔	mrtis
2E055	𮁕	mrhxc
2E056	𮁖	mrsjj
2E057	𮁗	mrjji
2E058	𮁘	mrsfe
2E059	𮁙	mrtog
2E05A	𮁚	mrtvd
2E05B	𮁛	mrtjd
2E05C	𮁜	ifln
2E05C	𮁜	mfln
2E05D	𮁝	knmmf
2E05E	𮁞	ifym
2E05E	𮁞	mfym
2E05F	𮁟	ifki
2E05F	𮁟	mfki
2E060	𮁠	ifhqu
2E060	𮁠	mfhqu
2E061	𮁡	iflbu
2E061	𮁡	mflbu
2E062	𮁢	ifhqm
2E062	𮁢	mfhqm
2E063	𮁣	ifoii
2E063	𮁣	ifoml
2E063	𮁣	mfoii
2E063	𮁣	mfoml
2E064	𮁤	jdmmf
2E065	𮁥	ifih
2E065	𮁥	mfih
2E066	𮁦	ifrc
2E066	𮁦	mfrc
2E067	𮁧	ifbbm
2E067	𮁧	ifbt
2E067	𮁧	mfbbm
2E067	𮁧	mfbt
2E068	𮁨	hcmmf
2E069	𮁩	ifhr
2E069	𮁩	mfhr
2E06A	𮁪	ifhmy
2E06A	𮁪	mfhmy
2E06B	𮁫	ifjmn
2E06B	𮁫	mfjmn
2E06C	𮁬	ifksr
2E06C	𮁬	mfksr
2E06D	𮁭	ifmam
2E06D	𮁭	ifmbm
2E06D	𮁭	mfmam
2E06D	𮁭	mfmbm
2E06E	𮁮	ifmbl
2E06E	𮁮	mfmbl
2E06F	𮁯	ifkms
2E06F	𮁯	mfkms
2E070	𮁰	ifkb
2E070	𮁰	mfkb
2E071	𮁱	ifij
2E071	𮁱	mfij
2E072	𮁲	ifaj
2E072	𮁲	mfaj
2E073	𮁳	ifnsd
2E073	𮁳	mfnsd
2E074	𮁴	ifhon
2E074	𮁴	mfhon
2E075	𮁵	ifomg
2E075	𮁵	mfomg
2E076	𮁶	jclml
2E077	𮁷	ifyvo
2E077	𮁷	mfyvo
2E078	𮁸	jbmmf
2E079	𮁹	yemmf
2E07A	𮁺	ifnkm
2E07A	𮁺	ifnkv
2E07A	𮁺	mfnkm
2E07A	𮁺	mfnkv
2E07B	𮁻	ifkkb
2E07B	𮁻	mfkkb
2E07C	𮁼	ifohy
2E07C	𮁼	mfohy
2E07D	𮁽	ifiok
2E07D	𮁽	mfiok
2E07E	𮁾	ifnib
2E07E	𮁾	mfnib
2E07F	𮁿	ifkmf
2E07F	𮁿	mfkmf
2E080	𮂀	ifbmc
2E080	𮂀	mfbmc
2E081	𮂁	ifnsr
2E081	𮂁	mfnsr
2E082	𮂂	ifnkr
2E082	𮂂	mfnkr
2E083	𮂃	vekmf
2E084	𮂄	pfohd
2E085	𮂅	ifihr
2E085	𮂅	mfihr
2E086	𮂆	ifmad
2E086	𮂆	mfmad
2E087	𮂇	ifahm
2E087	𮂇	mfahm
2E088	𮂈	ifam
2E088	𮂈	ifhag
2E088	𮂈	ifhxg
2E088	𮂈	ifhxm
2E088	𮂈	mfag
2E088	𮂈	mfam
2E088	𮂈	mfhxg
2E088	𮂈	mfhxm
2E089	𮂉	ifykh
2E089	𮂉	mfykh
2E08A	𮂊	iforw
2E08A	𮂊	mforw
2E08B	𮂋	ifmhf
2E08B	𮂋	mfmhf
2E08C	𮂌	ifmwd
2E08C	𮂌	mfmwd
2E08D	𮂍	ifwlk
2E08D	𮂍	mfwlk
2E08E	𮂎	ifkce
2E08E	𮂎	ifkde
2E08E	𮂎	mfkce
2E08E	𮂎	mfkde
2E08F	𮂏	ifnii
2E08F	𮂏	mfnii
2E090	𮂐	gemmf
2E091	𮂑	gimmf
2E091	𮂑	gkmmf
2E092	𮂒	ifqmc
2E092	𮂒	mfqmc
2E093	𮂓	iftak
2E093	𮂓	mftak
2E094	𮂔	ifysw
2E094	𮂔	mfysw
2E095	𮂕	iftgt
2E095	𮂕	mftgt
2E096	𮂖	ifnmb
2E096	𮂖	mfnmb
2E097	𮂗	ifmbu
2E097	𮂗	mfmbu
2E098	𮂘	ifabk
2E098	𮂘	mfabk
2E099	𮂙	ifayf
2E099	𮂙	mfayf
2E09A	𮂚	ifnao
2E09A	𮂚	mfnao
2E09B	𮂛	ifnoe
2E09B	𮂛	mfnoe
2E09C	𮂜	ifycv
2E09C	𮂜	mfycv
2E09D	𮂝	ifyhb
2E09D	𮂝	ifyib
2E09D	𮂝	ifymb
2E09D	𮂝	mfyhb
2E09D	𮂝	mfyib
2E09D	𮂝	mfymb
2E09E	𮂞	ifigi
2E09E	𮂞	mfigi
2E09F	𮂟	ifmwm
2E09F	𮂟	mfmwm
2E0A0	𮂠	ifqoc
2E0A0	𮂠	mfqoc
2E0A1	𮂡	ifate
2E0A1	𮂡	mfate
2E0A2	𮂢	ifbbk
2E0A2	𮂢	mfbbk
2E0A3	𮂣	iftei
2E0A3	𮂣	mftei
2E0A4	𮂤	bfqly
2E0A5	𮂥	ifhcq
2E0A5	𮂥	mfhcq
2E0A6	𮂦	ificd
2E0A6	𮂦	ifidd
2E0A6	𮂦	mficd
2E0A6	𮂦	mfidd
2E0A7	𮂧	ifyxf
2E0A7	𮂧	mfixf
2E0A8	𮂨	ifsjj
2E0A8	𮂨	mfsjj
2E0A9	𮂩	ifwlg
2E0A9	𮂩	mfwlg
2E0AA	𮂪	ifnac
2E0AA	𮂪	mfnac
2E0AB	𮂫	ifhwi
2E0AB	𮂫	mfhwi
2E0AC	𮂬	uukb
2E0AD	𮂭	wbotf
2E0AE	𮂮	hbwlb
2E0AF	𮂯	hdj
2E0B0	𮂰	hdnl
2E0B1	𮂱	hdiku
2E0B2	𮂲	hdki
2E0B3	𮂳	hdmmi
2E0B4	𮂴	hdmg
2E0B5	𮂵	hdpp
2E0B6	𮂶	hdht
2E0B7	𮂷	hdhnm
2E0B8	𮂸	hdno
2E0B9	𮂹	hdyk
2E0BA	𮂺	hdhke
2E0BB	𮂻	hdrp
2E0BC	𮂼	hskni
2E0BD	𮂽	hdhey
2E0BE	𮂾	hdjc
2E0BF	𮂿	hdyg
2E0C0	𮃀	hdyvi
2E0C1	𮃁	hdtq
2E0C2	𮃂	hdjlk
2E0C3	𮃃	hdkf
2E0C4	𮃄	hdnsd
2E0C5	𮃅	hdhli
2E0C6	𮃆	hdsme
2E0C7	𮃇	hdqmb
2E0C8	𮃈	hdkcs
2E0C9	𮃉	hdqkq
2E0CA	𮃊	hdylh
2E0CB	𮃋	hdubq
2E0CC	𮃌	hdpfd
2E0CD	𮃍	hdomo
2E0CE	𮃎	hdbbm
2E0CF	𮃏	hdheb
2E0D0	𮃐	hdvip
2E0D1	𮃑	hdndt
2E0D2	𮃒	hdlb
2E0D3	𮃓	hmwg
2E0D4	𮃔	hdjka
2E0D5	𮃕	hdwls
2E0D6	𮃖	hdnin
2E0D7	𮃗	hdhxh
2E0D8	𮃘	hdhjk
2E0D9	𮃙	hdhju
2E0DA	𮃚	hdhdf
2E0DB	𮃛	huya
2E0DC	𮃜	hdafu
2E0DD	𮃝	hdhye
2E0DE	𮃞	hdhev
2E0DF	𮃟	hdjyj
2E0E0	𮃠	hdbac
2E0E1	𮃡	hdecd
2E0E2	𮃢	hfya
2E0E3	𮃣	hdnwf
2E0E4	𮃤	hdtcg
2E0E5	𮃥	hdybb
2E0E6	𮃦	hdanu
2E0E7	𮃧	hdycb
2E0E8	𮃨	hdixp
2E0E9	𮃩	hdyhj
2E0EA	𮃪	hdfdw
2E0EB	𮃫	hdynb
2E0EC	𮃬	hdtgr
2E0EC	𮃬	hdttr
2E0ED	𮃭	hdgrr
2E0EE	𮃮	hdgrp
2E0EF	𮃯	hdnao
2E0F0	𮃰	obhd
2E0F1	𮃱	hhmwg
2E0F2	𮃲	hdhgn
2E0F3	𮃳	hdyro
2E0F4	𮃴	hdhxc
2E0F5	𮃵	hryub
2E0F6	𮃶	hdipw
2E0F7	𮃷	hdicy
2E0F7	𮃷	hdidy
2E0F8	𮃸	jchp
2E0F9	𮃹	jchlo
2E0FA	𮃺	jcmbm
2E0FB	𮃻	jcrlr
2E0FC	𮃼	jchx
2E0FD	𮃽	jcrmh
2E0FE	𮃾	jcnkm
2E0FE	𮃾	jcnkv
2E0FF	𮃿	jcoam
2E100	𮄀	jcsme
2E101	𮄁	jcgwu
2E102	𮄂	jcogg
2E103	𮄃	jmfq
2E104	𮄄	jcqmb
2E105	𮄅	jcrwu
2E106	𮄆	jcpjd
2E107	𮄇	jcejd
2E108	𮄈	jctmo
2E109	𮄉	jcrmn
2E10A	𮄊	jcose
2E10B	𮄋	jcbw
2E10C	𮄌	jcmgd
2E10D	𮄍	jcalo
2E10E	𮄎	jchoe
2E10F	𮄏	jmqmv
2E110	𮄐	jhhkr
2E111	𮄑	jcybb
2E112	𮄒	jchwn
2E113	𮄓	jcyij
2E114	𮄔	jcvmr
2E115	𮄕	jcvmh
2E116	𮄖	jcjmp
2E116	𮄖	jcjvp
2E117	𮄗	jcyru
2E118	𮄘	jchob
2E119	𮄙	jcvmv
2E11A	𮄚	jcifu
2E11A	𮄚	jcmfu
2E11B	𮄛	jcrnf
2E11C	𮄜	jcyto
2E11D	𮄝	jcebe
2E11E	𮄞	jcmfb
2E11F	𮄟	jcrmu
2E120	𮄠	jcesb
2E121	𮄡	jcvmd
2E122	𮄢	jcrnf
2E123	𮄣	jcqmp
2E124	𮄤	jctjr
2E125	𮄥	jcvmn
2E126	𮄦	jcvmu
2E127	𮄧	ytdi
2E128	𮄨	ythlo
2E129	𮄩	ytkm
2E12A	𮄪	ytmfj
2E12B	𮄫	ythqm
2E12C	𮄬	ytuu
2E12D	𮄭	ytgg
2E12E	𮄮	ytpa
2E12F	𮄯	ytnib
2E130	𮄰	ytrhg
2E130	𮄰	ytrmg
2E131	𮄱	ytab
2E132	𮄲	ytkmr
2E133	𮄳	ytyok
2E134	𮄴	yjno
2E135	𮄵	ytqka
2E136	𮄶	ytomn
2E136	𮄶	ytomv
2E137	𮄷	ytcmt
2E137	𮄷	yttct
2E138	𮄸	ytawe
2E139	𮄹	ytytu
2E13A	𮄺	ytsmt
2E13B	𮄻	ytwgf
2E13C	𮄼	ytjju
2E13D	𮄽	ynyt
2E13E	𮄾	ydtak
2E13F	𮄿	ytwuu
2E140	𮅀	hpsh
2E141	𮅁	hmf
2E142	𮅂	hlmu
2E143	𮅃	hdk
2E144	𮅄	hosi
2E144	𮅄	hosk
2E144	𮅄	ohso
2E145	𮅅	hopd
2E146	𮅆	hph
2E147	𮅇	hihi
2E148	𮅈	hqhp
2E149	𮅉	hjt
2E14A	𮅊	hwr
2E14B	𮅋	hh
2E14C	𮅌	hop
2E14D	𮅍	hifu
2E14D	𮅍	hmfu
2E14E	𮅎	hhbv
2E14F	𮅏	hsnh
2E150	𮅐	hav
2E151	𮅑	hqyn
2E152	𮅒	hqku
2E153	𮅓	hoha
2E154	𮅔	hemi
2E155	𮅕	hbuk
2E156	𮅖	hqos
2E157	𮅗	hbp
2E158	𮅘	han
2E159	𮅙	hhxu
2E15A	𮅚	hyq
2E15B	𮅛	homu
2E15C	𮅜	hkho
2E15D	𮅝	hhss
2E15D	𮅝	hiss
2E15D	𮅝	hmss
2E15E	𮅞	hjbm
2E15F	𮅟	hioi
2E160	𮅠	hlbr
2E161	𮅡	hord
2E162	𮅢	hmgh
2E163	𮅣	hqig
2E164	𮅤	hdbm
2E165	𮅥	hmwl
2E166	𮅦	hdrs
2E167	𮅧	hdll
2E168	𮅨	hykj
2E169	𮅩	hmga
2E16A	𮅪	hnsp
2E16B	𮅫	hort
2E16C	𮅬	hjsl
2E16D	𮅭	hkrd
2E16E	𮅮	hune
2E16F	𮅯	hjjn
2E170	𮅰	hqdt
2E171	𮅱	hmnp
2E172	𮅲	hois
2E173	𮅳	hqik
2E173	𮅳	hqkk
2E173	𮅳	hqok
2E174	𮅴	hohb
2E175	𮅵	horu
2E176	𮅶	hjlv
2E177	𮅷	hphu
2E178	𮅸	hdnb
2E179	𮅹	hmkf
2E17A	𮅺	hdse
2E17B	𮅻	hgsk
2E17B	𮅻	hqsk
2E17C	𮅼	hjjl
2E17D	𮅽	hypm
2E17E	𮅾	haka
2E17F	𮅿	honq
2E180	𮆀	holb
2E181	𮆁	hbgl
2E182	𮆂	hkfb
2E183	𮆃	hhro
2E184	𮆄	hpog
2E185	𮆅	hysu
2E186	𮆆	heqb
2E187	𮆇	hqws
2E188	𮆈	hjaf
2E189	𮆉	hqav
2E18A	𮆊	hmwt
2E18B	𮆋	hwlp
2E18C	𮆌	hypc
2E18D	𮆍	hboh
2E18E	𮆎	hrme
2E18F	𮆏	hlsw
2E190	𮆐	hehg
2E191	𮆑	heja
2E192	𮆒	hesd
2E193	𮆓	hkrc
2E194	𮆔	hypc
2E195	𮆕	hmrj
2E196	𮆖	hmwk
2E197	𮆗	hter
2E198	𮆘	hwli
2E199	𮆙	hwlv
2E19A	𮆚	houf
2E19B	𮆛	hhdj
2E19C	𮆜	htge
2E19D	𮆝	hyvn
2E19E	𮆞	hhrj
2E19F	𮆟	hgte
2E1A0	𮆠	hiifg
2E1A0	𮆠	himfg
2E1A1	𮆡	hygv
2E1A2	𮆢	hqtk
2E1A3	𮆣	hakr
2E1A4	𮆤	hanr
2E1A5	𮆥	hyrd
2E1A6	𮆦	hngg
2E1A7	𮆧	hsho
2E1A8	𮆨	hemj
2E1A9	𮆩	hiptd
2E1AA	𮆪	hmuc
2E1AB	𮆫	hqoc
2E1AC	𮆬	hanu
2E1AD	𮆭	hate
2E1AE	𮆮	hhet
2E1AF	𮆯	hixe
2E1B0	𮆰	hlhj
2E1B1	𮆱	hpca
2E1B2	𮆲	hybh
2E1B3	𮆳	hjhw
2E1B4	𮆴	hytf
2E1B5	𮆵	htbv
2E1B6	𮆶	hmmf
2E1B7	𮆷	hatf
2E1B8	𮆸	hcbd
2E1B9	𮆹	hhdw
2E1BA	𮆺	hold
2E1BB	𮆻	hyrv
2E1BC	𮆼	herd
2E1BD	𮆽	hyjr
2E1BE	𮆾	htjr
2E1BF	𮆿	hiyt
2E1C0	𮇀	hmii
2E1C1	𮇁	hcwj
2E1C2	𮇂	hvfm
2E1C3	𮇃	fdkn
2E1C4	𮇄	fdsl
2E1C5	𮇅	fdmmm
2E1C6	𮇆	fdiku
2E1C7	𮇇	fda
2E1C8	𮇈	fdokn
2E1C9	𮇉	fdyhs
2E1CA	𮇊	vdmy
2E1CB	𮇋	fdii
2E1CC	𮇌	fdlbk
2E1CD	𮇍	fdrsl
2E1CE	𮇎	fdrp
2E1CF	𮇏	fdohh
2E1D0	𮇐	fdyg
2E1D1	𮇑	fduu
2E1D2	𮇒	fdksr
2E1D3	𮇓	hyfd
2E1D4	𮇔	fdmtc
2E1D5	𮇕	fdgr
2E1D6	𮇖	fdpa
2E1D7	𮇗	fdtk
2E1D8	𮇘	fdaj
2E1D9	𮇙	fdnmu
2E1DA	𮇚	fdhie
2E1DB	𮇛	fdtt
2E1DC	𮇜	fdav
2E1DD	𮇝	fdsmm
2E1DE	𮇞	fdytj
2E1DF	𮇟	fdryo
2E1E0	𮇠	fdrd
2E1E1	𮇡	fdomc
2E1E2	𮇢	fdnbg
2E1E3	𮇣	fdnii
2E1E4	𮇤	fdsmf
2E1E5	𮇥	fddd
2E1E6	𮇦	yufd
2E1E7	𮇧	fdbb
2E1E8	𮇨	fdbbe
2E1E9	𮇩	fduke
2E1EA	𮇪	fdyrf
2E1EB	𮇫	fdhss
2E1EB	𮇫	fdiss
2E1EB	𮇫	fdmss
2E1EC	𮇬	vkofd
2E1EC	𮇬	ykofd
2E1ED	𮇭	fdhje
2E1EE	𮇮	fdnsp
2E1EF	𮇯	fdoiv
2E1F0	𮇰	fdtor
2E1F1	𮇱	fdybb
2E1F2	𮇲	fdnop
2E1F3	𮇳	fdbbe
2E1F4	𮇴	fdota
2E1F5	𮇵	hhofd
2E1F6	𮇶	fdhhw
2E1F7	𮇷	fdbhx
2E1F8	𮇸	fdhaj
2E1F9	𮇹	fdecd
2E1FA	𮇺	fdfqa
2E1FB	𮇻	fdanb
2E1FC	𮇼	fdhoe
2E1FD	𮇽	tsid
2E1FD	𮇽	tsmd
2E1FE	𮇾	iefdq
2E1FF	𮇿	fdrrp
2E200	𮈀	yefd
2E201	𮈁	vfu
2E202	𮈂	vfnl
2E203	𮈃	vftt
2E204	𮈄	vfok
2E205	𮈅	vfpk
2E206	𮈆	vfkr
2E207	𮈇	vfkm
2E208	𮈈	vfmfj
2E209	𮈉	vfbq
2E20A	𮈊	vfph
2E20B	𮈋	ksvif
2E20C	𮈌	vfjkk
2E20D	𮈍	tcvif
2E20E	𮈎	vfaj
2E20F	𮈏	bovif
2E210	𮈐	vfike
2E211	𮈑	qivif
2E211	𮈑	qkvif
2E211	𮈑	qovif
2E212	𮈒	vfjru
2E213	𮈓	krbvf
2E214	𮈔	vfhvf
2E215	𮈕	vftyo
2E216	𮈖	jbvif
2E217	𮈗	vfwjr
2E218	𮈘	vfwlv
2E219	𮈙	vftbn
2E21A	𮈚	vfokr
2E21B	𮈛	hivif
2E21B	𮈛	hkvif
2E21B	𮈛	hovif
2E21C	𮈜	vfpfd
2E21D	𮈝	vfttc
2E21E	𮈞	vfimm
2E21F	𮈟	vfufd
2E220	𮈠	vfjcn
2E221	𮈡	vfle
2E222	𮈢	vfnif
2E223	𮈣	vfwlm
2E224	𮈤	vfmmk
2E225	𮈥	vfmfm
2E226	𮈦	vfjte
2E227	𮈧	vfsav
2E228	𮈨	vflmb
2E229	𮈩	vfrli
2E22A	𮈪	vfumb
2E22B	𮈫	vfwls
2E22C	𮈬	vfamh
2E22D	𮈭	vfhhj
2E22E	𮈮	vfnsp
2E22F	𮈯	vfhlp
2E230	𮈰	vffbd
2E231	𮈱	vfyan
2E232	𮈲	vffbc
2E233	𮈳	vfoge
2E234	𮈴	vfytt
2E234	𮈴	vfyyj
2E235	𮈵	vfyfd
2E236	𮈶	vfhyv
2E236	𮈶	vfjnm
2E237	𮈷	vfyfr
2E238	𮈸	vfvvc
2E239	𮈹	vfyie
2E23A	𮈺	vfypd
2E23B	𮈻	vfrjw
2E23C	𮈼	vffbb
2E23D	𮈽	vfjkr
2E23E	𮈾	vfjcp
2E23F	𮈿	vffqu
2E240	𮉀	vfycb
2E241	𮉁	vfjbd
2E242	𮉂	vflgm
2E243	𮉃	vfvit
2E244	𮉄	vfqhf
2E245	𮉅	vfyni
2E246	𮉆	vfble
2E247	𮉇	vffbr
2E248	𮉈	vftso
2E249	𮉉	vfyle
2E24A	𮉊	vftsa
2E24B	𮉋	vfrij
2E24B	𮉋	vfrji
2E24C	𮉌	vfhnm
2E24C	𮉌	vfhnv
2E24D	𮉍	vfnjc
2E24E	𮉎	vfolf
2E24F	𮉏	vfydq
2E250	𮉐	vfmwf
2E251	𮉑	vfwdv
2E252	𮉒	vfjpi
2E253	𮉓	vfymu
2E254	𮉔	tkrf
2E255	𮉕	vfymu
2E256	𮉖	vfogb
2E257	𮉗	vfmht
2E258	𮉘	vfyra
2E259	𮉙	vfysq
2E25A	𮉚	vfanw
2E25B	𮉛	vfbug
2E25C	𮉜	vfbwi
2E25D	𮉝	vfyhs
2E25E	𮉞	vfybg
2E25F	𮉟	vfmbp
2E260	𮉠	vmkn
2E261	𮉡	vmys
2E262	𮉢	vmhqo
2E263	𮉣	vmos
2E264	𮉤	vmgg
2E265	𮉥	vmmnn
2E266	𮉦	vmbkk
2E267	𮉧	vmmob
2E268	𮉨	vmrob
2E269	𮉩	vmryo
2E26A	𮉪	vmsje
2E26B	𮉫	vmhdv
2E26C	𮉬	vmyoj
2E26D	𮉭	vmahu
2E26E	𮉮	vmuog
2E26F	𮉯	vmbof
2E270	𮉰	otu
2E271	𮉱	ouqo
2E272	𮉲	oudhe
2E273	𮉳	oumlk
2E274	𮉴	ouoog
2E275	𮉵	ouyfr
2E276	𮉶	twoju
2E277	𮉷	outhb
2E277	𮉷	outmb
2E278	𮉸	ouokg
2E279	𮉹	ouotb
2E27A	𮉺	hboju
2E27B	𮉻	oudki
2E27C	𮉼	hbq
2E27D	𮉽	wlip
2E27E	𮉾	bcmvj
2E27F	𮉿	wlik
2E280	𮊀	oinw
2E280	𮊀	omsw
2E281	𮊁	bojr
2E282	𮊂	wlwll
2E283	𮊃	wlohh
2E284	𮊄	bkrvp
2E285	𮊅	wlihs
2E286	𮊆	owlk
2E287	𮊇	boea
2E288	𮊈	wleyg
2E289	𮊉	wlahb
2E28A	𮊊	boybb
2E28B	𮊋	wlbjj
2E28C	𮊌	bkkv
2E28D	𮊍	wljbc
2E28E	𮊎	bkakb
2E28F	𮊏	bchoo
2E290	𮊐	wltqu
2E291	𮊑	wlebd
2E292	𮊒	wlibi
2E293	𮊓	bkibp
2E294	𮊔	bkpog
2E295	𮊕	wlsma
2E296	𮊖	bkref
2E297	𮊗	bcvvd
2E298	𮊘	bksfi
2E299	𮊙	wlsma
2E29A	𮊚	wlmlw
2E29B	𮊛	wlffu
2E29C	𮊜	bbjks
2E29D	𮊝	wlmfu
2E29E	𮊞	boyx
2E29F	𮊟	wlvfc
2E2A0	𮊠	wlsfr
2E2A1	𮊡	wltjf
2E2A2	𮊢	tghe
2E2A3	𮊣	tqno
2E2A4	𮊤	yvtq
2E2A5	𮊥	tqih
2E2A6	𮊦	tui
2E2A7	𮊧	tqpmm
2E2A8	𮊨	tljk
2E2A9	𮊩	ghtq
2E2AA	𮊪	jjtq
2E2AB	𮊫	tghdp
2E2AC	𮊬	tqomb
2E2AD	𮊭	tqihi
2E2AD	𮊭	tqihm
2E2AE	𮊮	tkfmu
2E2AF	𮊯	yntq
2E2B0	𮊰	tgfio
2E2B0	𮊰	tgfmo
2E2B1	𮊱	tgftq
2E2B2	𮊲	tftq
2E2B3	𮊳	tqhuj
2E2B4	𮊴	tqmwu
2E2B5	𮊵	yvwln
2E2B6	𮊶	hrtov
2E2B7	𮊷	vmwlq
2E2B8	𮊸	ssa
2E2B9	𮊹	lsmm
2E2BA	𮊺	chsmm
2E2BB	𮊻	smok
2E2BC	𮊼	rpsmm
2E2BD	𮊽	smihs
2E2BE	𮊾	smtc
2E2BF	𮊿	ssop
2E2C0	𮋀	ssono
2E2C1	𮋁	smomr
2E2C2	𮋂	smyck
2E2C3	𮋃	jusmm
2E2C4	𮋄	kosmm
2E2C5	𮋅	sesmm
2E2C6	𮋆	dasm
2E2C7	𮋇	iismm
2E2C8	𮋈	ydsmm
2E2C9	𮋉	hjsmm
2E2CA	𮋊	nksmm
2E2CB	𮋋	hgsmm
2E2CC	𮋌	smjmm
2E2CD	𮋍	jpsmm
2E2CE	𮋎	smmrb
2E2CF	𮋏	wesmm
2E2D0	𮋐	jtcm
2E2D1	𮋑	vssmm
2E2D2	𮋒	fwsmm
2E2D3	𮋓	smvit
2E2D4	𮋔	mismm
2E2D4	𮋔	mlsmm
2E2D5	𮋕	smlx
2E2D6	𮋖	jjorm
2E2D7	𮋗	rusmm
2E2D8	𮋘	qcsmm
2E2D9	𮋙	jjkmm
2E2DA	𮋚	uusmg
2E2DB	𮋛	jpmnr
2E2DC	𮋜	jpgr
2E2DD	𮋝	jkyma
2E2DE	𮋞	jprjd
2E2DF	𮋟	ubhke
2E2E0	𮋠	eumbl
2E2E1	𮋡	ysob
2E2E2	𮋢	mbfhu
2E2E3	𮋣	qdnhs
2E2E4	𮋤	qdcsh
2E2E5	𮋥	qddj
2E2E6	𮋦	qdbu
2E2E7	𮋧	qdcr
2E2E8	𮋨	qdjkp
2E2E9	𮋩	qdjnd
2E2EA	𮋪	qdbv
2E2EB	𮋫	qdtts
2E2EC	𮋬	sjik
2E2ED	𮋭	sjpd
2E2EE	𮋮	sjki
2E2EF	𮋯	sjsp
2E2F0	𮋰	sjice
2E2F1	𮋱	sjphr
2E2F2	𮋲	sjjmu
2E2F3	𮋳	sjdoo
2E2F4	𮋴	sjbun
2E2F5	𮋵	sjytv
2E2F6	𮋶	sjptd
2E2F7	𮋷	sjkhi
2E2F8	𮋸	sjyij
2E2F9	𮋹	hosj
2E2FA	𮋺	sesj
2E2FB	𮋻	gesj
2E2FC	𮋼	sjseo
2E2FD	𮋽	rlsj
2E2FE	𮋾	gesj
2E2FF	𮋿	sjgwc
2E300	𮌀	sjsjj
2E301	𮌁	dqji
2E302	𮌂	llqu
2E303	𮌃	lgbm
2E304	𮌄	lbml
2E305	𮌅	tvlq
2E306	𮌆	ljbl
2E307	𮌇	lbno
2E308	𮌈	ymb
2E309	𮌉	niobo
2E30A	𮌊	obpd
2E30B	𮌋	beii
2E30C	𮌌	btc
2E30D	𮌍	bpvo
2E30E	𮌎	pvb
2E30F	𮌏	bcn
2E310	𮌐	fqb
2E311	𮌑	obyvo
2E312	𮌒	bpd
2E313	𮌓	bqho
2E314	𮌔	jrbb
2E315	𮌕	obqme
2E316	𮌖	byma
2E317	𮌗	bupp
2E318	𮌘	bryo
2E319	𮌙	hbk
2E319	𮌙	ibk
2E319	𮌙	mbk
2E31A	𮌚	bpom
2E31A	𮌚	bpov
2E31B	𮌛	ibgu
2E31C	𮌜	obgce
2E31D	𮌝	baph
2E31E	𮌞	bkkb
2E31F	𮌟	bytv
2E320	𮌠	bysy
2E321	𮌡	blpb
2E322	𮌢	bpnp
2E323	𮌣	bilb
2E324	𮌤	bikp
2E325	𮌥	bdwf
2E326	𮌦	bmvb
2E327	𮌧	bolk
2E328	𮌨	byhq
2E329	𮌩	vorbq
2E32A	𮌪	bnqd
2E32B	𮌫	ibmiu
2E32C	𮌬	chrb
2E32D	𮌭	tgfb
2E32E	𮌮	btge
2E32F	𮌯	bksb
2E330	𮌰	bnof
2E331	𮌱	lbtc
2E332	𮌲	bseg
2E333	𮌳	gkbl
2E333	𮌳	qkb
2E334	𮌴	buap
2E335	𮌵	btod
2E336	𮌶	bypn
2E337	𮌷	bobh
2E338	𮌸	bhsb
2E338	𮌸	bisb
2E338	𮌸	bmsb
2E339	𮌹	becd
2E33A	𮌺	bgrr
2E33B	𮌻	bmbi
2E33C	𮌼	btak
2E33D	𮌽	lbhgr
2E33D	𮌽	lbhqr
2E33E	𮌾	ibng
2E33F	𮌿	nnobo
2E340	𮍀	bnjc
2E341	𮍁	bjwv
2E342	𮍂	jrbao
2E343	𮍃	bmgn
2E344	𮍄	bims
2E345	𮍅	tkrb
2E346	𮍆	btbi
2E347	𮍇	bmtp
2E348	𮍈	cvb
2E349	𮍉	obvss
2E34A	𮍊	bydu
2E34B	𮍋	tpwb
2E34C	𮍌	lnns
2E34D	𮍍	lse
2E34E	𮍎	mmsll
2E34F	𮍏	ihsll
2E350	𮍐	imlns
2E351	𮍑	slokr
2E352	𮍒	imsll
2E353	𮍓	slasm
2E354	𮍔	hucsh
2E355	𮍕	huhlo
2E356	𮍖	humhh
2E357	𮍗	hukm
2E358	𮍘	hupr
2E359	𮍙	huooo
2E35A	𮍚	huilp
2E35B	𮍛	hubcr
2E35C	𮍜	huhxu
2E35D	𮍝	hdhxg
2E35E	𮍞	huhuj
2E35F	𮍟	hubwi
2E360	𮍠	mgije
2E361	𮍡	mghe
2E362	𮍢	fqmig
2E363	𮍣	mgqkq
